Title,Document,EPA.Comment.Letter.Date,Federal.Register.Date,Agency,State,eis_url,EIS_ID,EIS.Title,EIS.Number,Document.Type,EIS.Comment.Due..Review.Period.Date,Amended.Notice.Date,Amended.Notice,Supplemental.Information,Website,State.or.Territory,Lead.Agency,Contact.Name,Contact.Phone,Rating..if.Draft.EIS.
Herger-Feinstein Quincy Library Group Forest Act Pilot Project  Proposal to Analyze Options for Maintaining Defensible Fuel Profile Zones (DFPZs)  Lassen  Plumas  and Tahoe National Forests  Shasta  Lassen  Tehama  Yuba  Plumas  and Battle Counties  CA,Draft Supplement,01/09/2002,10/05/2001,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84942,84942,Herger-Feinstein Quincy Library Group Forest Act Pilot Project  Proposal to Analyze Options for Maintaining Defensible Fuel Profile Zones (DFPZs)  Lassen  Plumas  and Tahoe National Forests  Shasta  Lassen  Tehama  Yuba  Plumas  and Battle Counties  CA,20010371,Draft Supplement,2001-12-1900:00:00.0,2001-11-1600:00:00.0,Revision of FR Notice Published on 9/28/2001:  CEQ Comment Period Ending   11/19/2001 has been extended to 12/19/2001.,NA,NA,CA,Forest Service,David Arrasmith,916-492-7559,EC2
Lemolo Watershed Projects   Objectives for Management Areas 5 and 10 and Matrix Lands  Implementation  Umpqua National Forest  Diamond Lake Ranger District  Douglas County   OR,Second Draft,12/26/2001,10/05/2001,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=83969,83969,Lemolo Watershed Projects   Objectives for Management Areas 5 and 10 and Matrix Lands  Implementation  Umpqua National Forest  Diamond Lake Ranger District  Douglas County   OR,20010366,Second Draft,2001-11-2600:00:00.0,NA,Revision of FR Notice Published on 10/05/2001; CEQ Due Date Corrected from   11/19/2001 to 11/26/2001.,NA,NA,OR,Forest Service,Patrick S. Williams,541-498-2531,EC2
Threemile Stewardship Project  Proposed Short-Term and Long-Term Vegetation and Road Management  Activities  Ashland Ranger District  Custer National Forest  Powder and Rosebud Counties  MT,Draft,11/07/2001,09/28/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=83905,83905,Threemile Stewardship Project  Proposed Short-Term and Long-Term Vegetation and Road Management  Activities  Ashland Ranger District  Custer National Forest  Powder and Rosebud Counties  MT,20010358,Draft,2001-11-1300:00:00.0,NA,NA,NA,NA,MT,Forest Service,Elizabeth McFarland,406-784-2344; http://www.fs.fed.us/r1/custer/,EC2
Woodpecker Project Area  Timber Harvesting  Dispersed Recreation Opportunities and Watershed Improvements  Implementation  Tongass National Forest  Petersburg Ranger District  Mitkof Island  Petersburg  AK,Final,09/25/2001,09/21/2001,Forest Service,AK,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84243,84243,Woodpecker Project Area  Timber Harvesting  Dispersed Recreation Opportunities and Watershed Improvements  Implementation  Tongass National Forest  Petersburg Ranger District  Mitkof Island  Petersburg  AK,20010344,Final,2001-10-1500:00:00.0,NA,NA,"
					This FEIS should have appeared in the FR on 09/14/2001.  The 30-Day Wait Period   is Calculated from 09/14/2001.",NA,AK,Forest Service,Cynthia Sever,904-772-3871 Web Site http://www.fs.fed.us/r10/Tongass,NA
Asarco Rock Creek Copper and Silver Mining Construction and Operation Project  Plan of Operations Approval  Special Use Permit(s)  Road Use Permit  Mineral Material Permit  timber Sale Contact and COE Section 404 Permit Issuance  Kootenai National Forest  Sanders County  MT,Final,10/17/2001,09/21/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86719,86719,Asarco Rock Creek Copper and Silver Mining Construction and Operation Project  Plan of Operations Approval  Special Use Permit(s)  Road Use Permit  Mineral Material Permit  timber Sale Contact and COE Section 404 Permit Issuance  Kootenai National Forest  Sanders County  MT,20010339,Final,2001-10-1500:00:00.0,NA,NA,"
					This FEIS should have appeared in the FR on 09/14/2001.  The 30-Day Wait Period   is Calculated from 09/14/2001.",NA,MT,Forest Service,John McKay,406-293-6211 Web Site:  http://www.fs.fed.us/r1/kootenai,NA
Shore 'Nuf Timber Sale  Timber Harvest on the Detroit Ranger District  Willamette National Forest  Linn and Marion Counties  OR,Draft,11/06/2001,09/21/2001,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85129,85129,Shore 'Nuf Timber Sale  Timber Harvest on the Detroit Ranger District  Willamette National Forest  Linn and Marion Counties  OR,20010341,Draft,2001-10-2900:00:00.0,NA,NA,"
					This DEIS should have appeared in the FR on 09/14/2001.  The 45-Day Comment    Period is Calculated from 09/14/2001",NA,OR,Forest Service,Jim Romero,503-854-4212,EC2
Spruce Moose and Moose Lake Right-of-Way Analysis Area  Implementation  Timber harvesting  road Construction  Reforestation and Watershed Restoration  Clearwater National Forest  Lochsa Ranger District  Idaho County  ID,Final,01/29/2002,09/21/2001,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85501,85501,Spruce Moose and Moose Lake Right-of-Way Analysis Area  Implementation  Timber harvesting  road Construction  Reforestation and Watershed Restoration  Clearwater National Forest  Lochsa Ranger District  Idaho County  ID,20010337,Final,2001-10-0900:00:00.0,NA,NA,"
					This DEIS should have appeared in the FR on 09/07/2001.  The 30-Day Wait Period   is Calculated from 09/07/2001.",NA,ID,Forest Service,Cynthia A. Lane,208-926-4275,NA
Kelsey-Beaver Fire Recovery Project   Fuel Reduction and Salvage of Fire-Filled Trees within Roderick South  Kelsey Creek  and Upper Beaver Areas  Implementation  Kootenai National Forest  Three Rivers Ranger District  Lincoln County  MT,Draft,10/12/2001,09/07/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84314,84314,Kelsey-Beaver Fire Recovery Project   Fuel Reduction and Salvage of Fire-Filled Trees within Roderick South  Kelsey Creek  and Upper Beaver Areas  Implementation  Kootenai National Forest  Three Rivers Ranger District  Lincoln County  MT,20010330,Draft,2001-10-2200:00:00.0,NA,NA,NA,NA,MT,Forest Service,Kathy Mohar,406-295-4693,EC2
Middle Fork Weiser River Watershed Project  Implementation of Vegetation Restoration  Landscape Fire Pattern and Watershed Restoration Objectives  Payette National Forest  Council Ranger District  Adams County  ID,Final,10/17/2001,08/31/2001,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=83966,83966,Middle Fork Weiser River Watershed Project  Implementation of Vegetation Restoration  Landscape Fire Pattern and Watershed Restoration Objectives  Payette National Forest  Council Ranger District  Adams County  ID,20010329,Final,2001-10-0100:00:00.0,NA,NA,NA,NA,ID,Forest Service,Faye Krueger,208-253-0100; www.fs.fed.us/r4/fayette/main.html,NA
Pink Stone Fire Recovery and Associated Activities  Reduction of Existing and Expected Future Fuel Accumulations  Kootenai National Forest  Rexford Ranger District  Lincoln County  MT,Final,09/13/2001,08/24/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85606,85606,Pink Stone Fire Recovery and Associated Activities  Reduction of Existing and Expected Future Fuel Accumulations  Kootenai National Forest  Rexford Ranger District  Lincoln County  MT,20010317,Final,2001-09-2400:00:00.0,NA,NA,NA,NA,MT,Forest Service,Annie Dueker,406-296-2536,NA
Baylor Park Blowdown Project  Salvage and Treat Down and Damaged Timber  To Reduce Impact of Spruce Beetles  Implementation  White River National Forest  Sopris and Rifle Ranger Districts  Garfield  Mesa  and Pitkin Counties  CO,Final,09/19/2001,08/24/2001,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85680,85680,Baylor Park Blowdown Project  Salvage and Treat Down and Damaged Timber  To Reduce Impact of Spruce Beetles  Implementation  White River National Forest  Sopris and Rifle Ranger Districts  Garfield  Mesa  and Pitkin Counties  CO,20010318,Final,2001-09-2400:00:00.0,NA,NA,NA,NA,CO,Forest Service,Jan Spencer,970-945-2521,NA
Hemlock Point Access Project  Construction of 860 Feet of Low Standard Road Access for Plum Creek Lands  Approval  Swan Valley  Swan Lake Ranger District  Flathead National Forest  Lake and Missoula Counties  MT,Final,08/31/2001,08/24/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85795,85795,Hemlock Point Access Project  Construction of 860 Feet of Low Standard Road Access for Plum Creek Lands  Approval  Swan Valley  Swan Lake Ranger District  Flathead National Forest  Lake and Missoula Counties  MT,20010309,Final,2001-09-2400:00:00.0,NA,NA,NA,NA,MT,Forest Service,Dennis McCarthy,406-758-5239,NA
Beaverhead-DeerLodge National Forest  Noxious Weed Control Program  Implementation  Integrated Weed Management  Dillion County  MT,Draft,10/02/2001,08/24/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86657,86657,Beaverhead-DeerLodge National Forest  Noxious Weed Control Program  Implementation  Integrated Weed Management  Dillion County  MT,20010306,Draft,2001-10-0900:00:00.0,NA,NA,NA,NA,MT,Forest Service,Peri Suenram,406-683-3967&www.fed.us/r1/b-dl.,EC2
Crystal Mountain Master Development Plan  To Provide Winter and Summer Recreational Use  Special-Use-Permit  Mt. Baker-Snoqualmie National Forest  Silver Creek Watershed  Pierce County  WA,Draft,11/16/2001,08/17/2001,Forest Service,WA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85219,85219,Crystal Mountain Master Development Plan  To Provide Winter and Summer Recreational Use  Special-Use-Permit  Mt. Baker-Snoqualmie National Forest  Silver Creek Watershed  Pierce County  WA,20010303,Draft,2001-10-3100:00:00.0,2001-09-2800:00:00.0,Revision of FR Notice Published on 08/17/2001:   CEQ Review Period Ending   10/16/2001 has been extended to 10/31/2001.,NA,NA,WA,Forest Service,Larry Donovan,425-744-3403; www.fs.fed.us/r6/mbs/,EC2
Mill Creek Timber Sales and Related Activities  To Implement Ecosystem Management Activities  Prospect Ranger District  Rogue River National Forest  Jackson County  OR,Final,09/24/2001,08/17/2001,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84041,84041,Mill Creek Timber Sales and Related Activities  To Implement Ecosystem Management Activities  Prospect Ranger District  Rogue River National Forest  Jackson County  OR,20010304,Final,2001-09-1700:00:00.0,NA,NA,NA,NA,OR,Forest Service,Joel T. King,541-560-3400,NA
Plentybob Ecosystem Restoration Project  Restoration Activities include: Prescribed Fire Timber Harvest  Road Obileration  Hardwood Planting and Noxious Weed Treatment  Implementation  Walla Walla Ranger District  Umatilla National Forest  Umatilla County  OR,Second Draft,10/22/2001,08/10/2001,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85260,85260,Plentybob Ecosystem Restoration Project  Restoration Activities include: Prescribed Fire Timber Harvest  Road Obileration  Hardwood Planting and Noxious Weed Treatment  Implementation  Walla Walla Ranger District  Umatilla National Forest  Umatilla County  OR,20010295,Second Draft,2001-09-2400:00:00.0,NA,NA,NA,NA,OR,Forest Service,Dennis Sedam,509-522-6050,LO
Lolo National Forest  Big Game Winter Ranger and Burned Area Management  Restoration  Prevention and Cooperation  Implementation  Several Counties  MT,Final,08/15/2001,08/10/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84315,84315,Lolo National Forest  Big Game Winter Ranger and Burned Area Management  Restoration  Prevention and Cooperation  Implementation  Several Counties  MT,20010297,Final,2001-09-1000:00:00.0,NA,NA,NA,NA,MT,Forest Service,Andy Kulla,406-329-3962,NA
Helicopter Landing Tours on the Juneau Icefield 2002 to 2006  Combination Fixed Wing and Helicopter Landing Tour Operations to Antler Glacier Lake  Special Use Permits Issuane  Tongass National Forest  City and Borough of Juneau  AK,Draft,11/20/2001,08/10/2001,Forest Service,AK,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86428,86428,Helicopter Landing Tours on the Juneau Icefield 2002 to 2006  Combination Fixed Wing and Helicopter Landing Tour Operations to Antler Glacier Lake  Special Use Permits Issuane  Tongass National Forest  City and Borough of Juneau  AK,20010292,Draft,2001-09-2400:00:00.0,NA,NA,NA,NA,AK,Forest Service,Laurie Thorpe,907-790-7439; www.fs.fed.us/r10/Tongass/Index.html,NS
Caribbean National Forest  Implementation  Rio Sabana Picnic Area Construction  Rio Sabana Trail Reconstruction and Highway PR 191 Reconstruction   Special-Use- Permit  PR,Draft,12/13/2001,08/03/2001,Forest Service,PR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86414,86414,Caribbean National Forest  Implementation  Rio Sabana Picnic Area Construction  Rio Sabana Trail Reconstruction and Highway PR 191 Reconstruction   Special-Use- Permit  PR,20010283,Draft,2001-09-1700:00:00.0,NA,NA,NA,NA,PR,Forest Service,Ricardo Garcia,787-888-5640,EC2
Talpa-to Penasco Proposed to Construct and  Operatio 69  kV Transmission Line  Kit Carson Electric Cooperative  Carson National Forest  Camine Real Ranger District   Taos County  NM,Draft,09/28/2001,08/03/2001,Forest Service,NM,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84259,84259,Talpa-to Penasco Proposed to Construct and  Operatio 69  kV Transmission Line  Kit Carson Electric Cooperative  Carson National Forest  Camine Real Ranger District   Taos County  NM,20010284,Draft,2001-10-0100:00:00.0,NA,NA,NA,NA,NM,Forest Service,Sher Churchill,505--758-6200; www.fs.fed.us/r3/carson,LO
Uncompahgre National Forest Travel Plans Revision and Forest Plan Amendment  Updated Information  Grand Mesa  Uncompahgre and Gunnison National Forests  Garrison  Hinsdale Mesa  Montrose  Ouray and San Juan Counties  CO,Draft Supplement,10/05/2001,08/03/2001,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86343,86343,Uncompahgre National Forest Travel Plans Revision and Forest Plan Amendment  Updated Information  Grand Mesa  Uncompahgre and Gunnison National Forests  Garrison  Hinsdale Mesa  Montrose  Ouray and San Juan Counties  CO,20010285,Draft Supplement,2001-10-0100:00:00.0,2001-09-0700:00:00.0,Revision of FR Notice Published on 08/03/2001: CEQ Review Period Ending   09/17/2001 has been extended to 10/0/2001.,NA,NA,CO,Forest Service,Jeff Burch,970-874-6600; www.fs.fed.us/r2/gmug,EC2
Mineral Forest Recovery Project  Proposes to Construct Defensible Fuel Profile Zones (DFPZs)  Lassen National Forest  Almanor Ranger District  Tehama County  CA,Draft,09/17/2001,08/03/2001,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84891,84891,Mineral Forest Recovery Project  Proposes to Construct Defensible Fuel Profile Zones (DFPZs)  Lassen National Forest  Almanor Ranger District  Tehama County  CA,20010278,Draft,2001-09-1700:00:00.0,NA,NA,NA,NA,CA,Forest Service,Mary Lou Mini,530-258-2141,EC2
Little Blacktail Ecosystem Restoration Project  Health and Productivity of Terrestrial and Aquatic Habitats Improvement  Implementation  Idaho Panhandle National Forests  Sandpoint Ranger District  Bonner County  ID,Draft,09/18/2001,08/03/2001,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84028,84028,Little Blacktail Ecosystem Restoration Project  Health and Productivity of Terrestrial and Aquatic Habitats Improvement  Implementation  Idaho Panhandle National Forests  Sandpoint Ranger District  Bonner County  ID,20010279,Draft,2001-09-1700:00:00.0,NA,NA,NA,NA,ID,Forest Service,Nancy Kertis,208-265-6616; www.fs.fed.us/ipnf/eco/manage/nepa/index.html,EC2
West Lake Timber Sale and Road Decommissioning Project  Implementation  Gallatin National Forest  Hebgen Lake Ranger District  Gallatin County  MT,Draft,08/23/2001,08/03/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85567,85567,West Lake Timber Sale and Road Decommissioning Project  Implementation  Gallatin National Forest  Hebgen Lake Ranger District  Gallatin County  MT,20010276,Draft,2001-10-0200:00:00.0,NA,NA,NA,NA,MT,Forest Service,Susan Lamont,406-832-6976; www.fs.fed.us/rl/gallatin/projects/wlake.shtml,EC2
Griffin Springs Resource Management Project  Implementation  Commercial Timber Harvesting  Aspen Regeneration  Management Ignited Prescribed Fire  and Road Work  Dixie National Forest  Escalante Ranger District  Garfield County  UT,Draft,10/01/2001,08/03/2001,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84938,84938,Griffin Springs Resource Management Project  Implementation  Commercial Timber Harvesting  Aspen Regeneration  Management Ignited Prescribed Fire  and Road Work  Dixie National Forest  Escalante Ranger District  Garfield County  UT,20010277,Draft,2001-09-1700:00:00.0,NA,NA,NA,NA,UT,Forest Service,Mary Wagner,435-865-3701,EC2
Starbucky Restoration Project  Implementation of Vegetative Treatment  Road Construction and Watershed Improvements  Nez Perce National Forest  Red River Ranger District  Idaho County  ID,Final,08/13/2001,08/03/2001,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85388,85388,Starbucky Restoration Project  Implementation of Vegetative Treatment  Road Construction and Watershed Improvements  Nez Perce National Forest  Red River Ranger District  Idaho County  ID,20010274,Final,2001-09-0400:00:00.0,NA,NA,NA,NA,ID,Forest Service,Kevin Martin,208-842-2245,NA
Stimson Access Project  To Access Their Private Property through National Forest System Lands   Idaho Panhandle National Forests  Priest Lake Ranger District  Pend Oreille County  WAR,Draft,10/25/2001,08/03/2001,Forest Service,WA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85722,85722,Stimson Access Project  To Access Their Private Property through National Forest System Lands   Idaho Panhandle National Forests  Priest Lake Ranger District  Pend Oreille County  WAR,20010272,Draft,2001-09-1700:00:00.0,NA,NA,NA,NA,WA,Forest Service,Debbie Butler,208-443-2512,EC2
Dakota Prairie Grasslands  Nebraska National Forest Units and Thunder Basin National Grassland  Land Resource Management Plans 1999 Revisions  Implementation  MT  NB   WY  ND  and SD,Final,01/18/2002,07/27/2001,Forest Service,Multi,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86702,86702,Dakota Prairie Grasslands  Nebraska National Forest Units and Thunder Basin National Grassland  Land Resource Management Plans 1999 Revisions  Implementation  MT  NB   WY  ND  and SD,20010269,Final,2002-01-2200:00:00.0,NA,NA,NA,NA,MT-NE-ND-SD,Forest Service,Carla Loop,308-432-0300; www.fs.fed.us/ngp,NA
Bark Beetle Analysis  Proposal to Reduce Infestation of Trees by Tree-Killing Bark Beetles  Medicine Bow-Routt National Forests  Hahans Peak/Bears Ears Ranger District  Routt  Grand  Jackson  and Moffat Counties  CO,Draft,09/12/2001,07/27/2001,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86564,86564,Bark Beetle Analysis  Proposal to Reduce Infestation of Trees by Tree-Killing Bark Beetles  Medicine Bow-Routt National Forests  Hahans Peak/Bears Ears Ranger District  Routt  Grand  Jackson  and Moffat Counties  CO,20010263,Draft,2001-09-1000:00:00.0,NA,NA,NA,NA,CO,Forest Service,Andy Cadenhead,970-870-2220,EC2
Gold/Boulder/Sullivan (GBS)  Implementation of Timber Harvest and Associated Activities Prescribed Burning  Kootenai National Forest  Rexford Ranger District  Lincoln County  MT,Draft,08/14/2001,07/20/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85194,85194,Gold/Boulder/Sullivan (GBS)  Implementation of Timber Harvest and Associated Activities Prescribed Burning  Kootenai National Forest  Rexford Ranger District  Lincoln County  MT,20010254,Draft,2001-09-0400:00:00.0,NA,NA,NA,NA,MT,Forest Service,Ron Komac,406-296-2536,EC2
Tower Fire Recovery Project  Restoration and Salvage  Implementation  Umatilla National Forest   North Fork John Day Ranger District  Umatilla and Grant Counties  OR,Final,07/20/2001,07/06/2001,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84978,84978,Tower Fire Recovery Project  Restoration and Salvage  Implementation  Umatilla National Forest   North Fork John Day Ranger District  Umatilla and Grant Counties  OR,20010238,Final,2001-08-0600:00:00.0,NA,NA,NA,NA,OR,Forest Service,Janel Lacey,541-427-5394,NA
Pink Stone Fire Recovery and Associated Activities  To Reduce Existing and Expected Future Fuel Accumulations  Kootenai National Forest  Rexford Ranger District  Lincoln County  MT,Draft,07/20/2001,06/22/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86565,86565,Pink Stone Fire Recovery and Associated Activities  To Reduce Existing and Expected Future Fuel Accumulations  Kootenai National Forest  Rexford Ranger District  Lincoln County  MT,20010224,Draft,2001-08-0600:00:00.0,NA,NA,NA,NA,MT,Forest Service,Ron Komac,406-296-2536,EC2
Plantation Lakes Vegetation Management Project  Implementation  Ottawa National Forest  Kenton and Ontonagon Ranger Districts  Houghton County  MI,Final,07/23/2001,06/22/2001,Forest Service,MI,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85021,85021,Plantation Lakes Vegetation Management Project  Implementation  Ottawa National Forest  Kenton and Ontonagon Ranger Districts  Houghton County  MI,20010218,Final,2001-07-2300:00:00.0,NA,NA,NA,NA,MI,Forest Service,Karen Stevens,906-932-1330,NA
Fuels Reduction for Community Protection Phase 1 Project on the Six Rivers National Forest  Proposes to Reduce Fuels High Severity Burned Stands  Lower Trinity Ranger District  Humboldt and Trinity Counties  CA,Final,07/09/2001,06/08/2001,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85398,85398,Fuels Reduction for Community Protection Phase 1 Project on the Six Rivers National Forest  Proposes to Reduce Fuels High Severity Burned Stands  Lower Trinity Ranger District  Humboldt and Trinity Counties  CA,20010203,Final,2001-07-0900:00:00.0,NA,NA,NA,NA,CA,Forest Service,David Webb,707-457-3131,NA
Northern Sierra Amendment to the Toiyabe Land and Resource Management Plan to Unify and Revise Management Direction  Humboldy-Toiyabe National Forest  Carson Ranger District  Stanislaus National Forest  Lake Tahoe Basin Management Unit  Douglas and Washoe Counties  NV and Alpine and Toulome Counties  CA,Final,07/09/2001,06/08/2001,Forest Service,NV,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86313,86313,Northern Sierra Amendment to the Toiyabe Land and Resource Management Plan to Unify and Revise Management Direction  Humboldy-Toiyabe National Forest  Carson Ranger District  Stanislaus National Forest  Lake Tahoe Basin Management Unit  Douglas and Washoe Counties  NV and Alpine and Toulome Counties  CA,20010201,Final,2001-07-0900:00:00.0,NA,NA,NA,NA,NV,Forest Service,Dave Loomis,775-882-2766,NA
Boundary Waters Canoe Area Wilderness Fuel Treatment  Implementation  Superior National Forest  Cook  Lake and St. Louis  MN,Final,07/02/2001,06/01/2001,Forest Service,MN,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84203,84203,Boundary Waters Canoe Area Wilderness Fuel Treatment  Implementation  Superior National Forest  Cook  Lake and St. Louis  MN,20010191,Final,2001-07-0200:00:00.0,NA,NA,NA,NA,MN,Forest Service,Joyce Thompson,218-626-4317,NA
Burned Area Recovery  To Reduce Fuels  Improve Watershed Conditions  and Reforest Burned Lands  Sula  Darby  West Fork and Stevensville Ranger Districts  Bitterroot National Forest  Ravalli County  MT,Draft,07/12/2001,06/01/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84191,84191,Burned Area Recovery  To Reduce Fuels  Improve Watershed Conditions  and Reforest Burned Lands  Sula  Darby  West Fork and Stevensville Ranger Districts  Bitterroot National Forest  Ravalli County  MT,20010188,Draft,2001-07-3100:00:00.0,2001-07-2000:00:00.0,Revision of FR Notice Published on 06/01/2001; CEQ Review Period ending   07/16/2001 has been extended to 07/31/2001.,NA,NA,MT,Forest Service,Craig Bobzien,406-363-7100,EC2
South Bend Weigh and Safety Station Establishment  Special Use Permit for Construction  Maintenance and Operation  Deschute National Forest Lands along US 97 near the Newberry National Volcanic Monument   Deschutes County  OR,Final,07/05/2001,06/01/2001,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85815,85815,South Bend Weigh and Safety Station Establishment  Special Use Permit for Construction  Maintenance and Operation  Deschute National Forest Lands along US 97 near the Newberry National Volcanic Monument   Deschutes County  OR,20010189,Final,2001-07-0200:00:00.0,NA,NA,NA,NA,OR,Forest Service,Chris Mickle,541-383-4769,NA
Hidden Cedar Project  Road Construction and Watershed Restoration  Idaho Panhandle National Forest  St. Joe Ranger District  Benewah  Shoshone  Clearwater and Latah Counties  ID,Draft,07/17/2001,06/01/2001,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85283,85283,Hidden Cedar Project  Road Construction and Watershed Restoration  Idaho Panhandle National Forest  St. Joe Ranger District  Benewah  Shoshone  Clearwater and Latah Counties  ID,20010175,Draft,2001-07-1600:00:00.0,NA,NA,NA,NA,ID,Forest Service,Kimberly Johnson,208-245-6072,EC1
Maudlow - Toston Post-Fire Salvage Sale  Harvesting Burnt Timber  Implementation  Helena National Foerst  Townsend Ranger District  Broadway County  MT,Final,06/01/2001,06/01/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84266,84266,Maudlow - Toston Post-Fire Salvage Sale  Harvesting Burnt Timber  Implementation  Helena National Foerst  Townsend Ranger District  Broadway County  MT,20010186,Final,2001-07-0200:00:00.0,NA,NA,NA,NA,MT,Forest Service,Jerry Meyer,406-449-5201  ext. 278,NA
Drew Creek  Diamond Rock and Divide Cattle Allotments  Issuance of Term Grazing Permits on Livestock Allotments on Tiller Ranger District  Implementation  Umpqua National Forest  Douglas and Jackson Counties  OR,Draft,07/30/2001,05/25/2001,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85617,85617,Drew Creek  Diamond Rock and Divide Cattle Allotments  Issuance of Term Grazing Permits on Livestock Allotments on Tiller Ranger District  Implementation  Umpqua National Forest  Douglas and Jackson Counties  OR,20010181,Draft,2001-07-0900:00:00.0,NA,NA,NA,NA,OR,Forest Service,Wes Yamamoto,541-825-3201,EC2
North Elkhorns Vegetation Project  Elkhorn Wildlife Management Unit  Implementation  Strawberry Butte Area  Helena National Forest  Jefferson County  MT,Draft,06/21/2001,05/25/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85711,85711,North Elkhorns Vegetation Project  Elkhorn Wildlife Management Unit  Implementation  Strawberry Butte Area  Helena National Forest  Jefferson County  MT,20010182,Draft,2001-07-0900:00:00.0,NA,NA,NA,NA,MT,Forest Service,Jodie Canfield,406-266-3425,EC2
Knox-Brooks Timber Sales and Road Rehabilitation  Implementation  Lola National Forest  Super Ranger District  Mineral County  MT,Final,05/29/2001,05/18/2001,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85516,85516,Knox-Brooks Timber Sales and Road Rehabilitation  Implementation  Lola National Forest  Super Ranger District  Mineral County  MT,20010168,Final,2001-06-1800:00:00.0,NA,NA,NA,NA,MT,Forest Service,Bruce Erickson,406-822-3957,NA
Wasatch-Cache National Forest Revised Land and Resource Management Plan  Implementation  Several Counties  UT and Uinta County  WY,Draft,11/01/2001,05/18/2001,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85013,85013,Wasatch-Cache National Forest Revised Land and Resource Management Plan  Implementation  Several Counties  UT and Uinta County  WY,20010167,Draft,2001-11-0100:00:00.0,NA,NA,NA,NA,UT,Forest Service,Jack Blackwell,801-524-3908,EC2
